id,AtomicOrbitals|HOMO_character,AtomicOrbitals|HOMO_element,AtomicOrbitals|HOMO_energy,AtomicOrbitals|LUMO_character,AtomicOrbitals|LUMO_element,AtomicOrbitals|LUMO_energy,AtomicOrbitals|gap_AO,BandCenter|band center,ElementProperty|MagpieData minimum MendeleevNumber,ElementProperty|MagpieData maximum MendeleevNumber,ElementProperty|MagpieData range MendeleevNumber,ElementProperty|MagpieData mean MendeleevNumber,ElementProperty|MagpieData avg_dev MendeleevNumber,ElementProperty|MagpieData mode MendeleevNumber,ElementProperty|MagpieData minimum AtomicWeight,ElementProperty|MagpieData maximum AtomicWeight,ElementProperty|MagpieData range AtomicWeight,ElementProperty|MagpieData mean AtomicWeight,ElementProperty|MagpieData avg_dev AtomicWeight,ElementProperty|MagpieData mode AtomicWeight,ElementProperty|MagpieData maximum CovalentRadius,ElementProperty|MagpieData range CovalentRadius,ElementProperty|MagpieData mean CovalentRadius,ElementProperty|MagpieData avg_dev CovalentRadius,ElementProperty|MagpieData minimum Electronegativity,ElementProperty|MagpieData maximum Electronegativity,ElementProperty|MagpieData range Electronegativity,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData avg_dev Electronegativity,ElementProperty|MagpieData mode Electronegativity,ElementProperty|MagpieData minimum NsValence,ElementProperty|MagpieData range NsValence,ElementProperty|MagpieData mean NsValence,ElementProperty|MagpieData avg_dev NsValence,ElementProperty|MagpieData mode NsValence,ElementProperty|MagpieData maximum NpValence,ElementProperty|MagpieData range NpValence,ElementProperty|MagpieData mean NpValence,ElementProperty|MagpieData avg_dev NpValence,ElementProperty|MagpieData maximum NdValence,ElementProperty|MagpieData range NdValence,ElementProperty|MagpieData mean NdValence,ElementProperty|MagpieData avg_dev NdValence,ElementProperty|MagpieData maximum NfValence,ElementProperty|MagpieData range NfValence,ElementProperty|MagpieData mean NfValence,ElementProperty|MagpieData avg_dev NfValence,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData range NValence,ElementProperty|MagpieData mean NValence,ElementProperty|MagpieData avg_dev NValence,ElementProperty|MagpieData maximum NsUnfilled,ElementProperty|MagpieData range NsUnfilled,ElementProperty|MagpieData mean NsUnfilled,ElementProperty|MagpieData avg_dev NsUnfilled,ElementProperty|MagpieData mean NpUnfilled,ElementProperty|MagpieData avg_dev NpUnfilled,ElementProperty|MagpieData maximum NdUnfilled,ElementProperty|MagpieData range NdUnfilled,ElementProperty|MagpieData mean NdUnfilled,ElementProperty|MagpieData avg_dev NdUnfilled,ElementProperty|MagpieData minimum NUnfilled,ElementProperty|MagpieData maximum NUnfilled,ElementProperty|MagpieData range NUnfilled,ElementProperty|MagpieData mean NUnfilled,ElementProperty|MagpieData avg_dev NUnfilled,ElementProperty|MagpieData mode NUnfilled,ValenceOrbital|avg s valence electrons,ValenceOrbital|avg p valence electrons,ValenceOrbital|avg d valence electrons,ValenceOrbital|avg f valence electrons,ValenceOrbital|frac s valence electrons,ValenceOrbital|frac p valence electrons,ValenceOrbital|frac d valence electrons,ValenceOrbital|frac f valence electrons,YangSolidSolution|Yang omega,YangSolidSolution|Yang delta
17596823,3,72,-0.143805,3,72,-0.143805,0.0,-1.68997633111233,45,80,35,62.8,14.24,45,10.811,178.49,167.679,99.4624,70.92112,10.811,175,91,131.4,37.92,1.3,2.04,0.74,1.728,0.3424,1.3,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,2.8,2.88,14,14,5.6,6.72,18,15,11.2,6.56,0,0,0.0,0.0,2.8,2.24,8,8,3.2,3.84,4,8,4,6.0,1.6,5,2.0,0.8,2.8,5.6,0.178571428571428,0.0714285714285714,0.25,0.5,0.375733655838061,0.261365561965106
20694735,3,72,-0.143805,3,72,-0.143805,0.0,-1.62679343380494,45,76,31,62.0,13.6,45,10.811,204.3833,193.5723,116.59706,84.628848,10.811,175,91,132.6,38.88,1.3,2.04,0.74,1.66,0.304,1.3,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,2.8,2.88,14,14,8.4,6.72,27,24,13.8,8.64,0,0,0.0,0.0,3.0,2.4,8,8,3.2,3.84,5,8,3,6.2,1.44,5,2.0,0.6,2.8,8.4,0.144927536231884,0.0434782608695652,0.202898550724638,0.608695652173913,0.486022012689706,0.278121511168405
67381945,3,72,-0.143805,3,72,-0.143805,0.0,-1.63277445340851,45,72,27,60.6,12.48,45,10.811,178.49,167.679,88.7964,71.75488,10.811,175,91,128.0,37.6,1.3,2.04,0.74,1.666,0.2992,1.3,2,0,2.0,0.0,2,1,1,0.4,0.48,10,10,2.8,2.88,14,14,5.6,6.72,18,15,10.8,6.24,0,0,0.0,0.0,2.0,2.4,8,8,3.2,3.84,0,8,8,5.2,2.24,5,2.0,0.4,2.8,5.6,0.185185185185185,0.037037037037037,0.259259259259259,0.518518518518518,0.37508334411715,0.253441304432607
31286905,3,42,-0.153347,3,42,-0.153347,0.0,-2.03103575014608,50,75,25,63.8,11.04,50,10.811,114.818,104.007,65.672,43.8888,10.811,154,70,123.6,31.68,1.78,2.16,0.38,2.036,0.1024,2.04,1,1,1.6,0.48,1,1,1,0.6,0.48,10,10,4.0,3.2,0,0,0.0,0.0,13,10,6.2,2.72,1,1,0.4,0.48,3.0,2.4,5,5,2.0,2.4,5,6,1,5.4,0.48,5,1.6,0.6,4.0,0.0,0.258064516129032,0.0967741935483871,0.645161290322581,0.0,3.52041495135116,0.23160277792655
67239801,1,45,-0.154624,1,45,-0.154624,0.0,-2.07543915694274,59,75,16,67.4,6.72,59,10.811,114.818,104.007,68.4502,46.11136,10.811,142,58,118.8,27.84,1.78,2.28,0.5,2.084,0.1568,2.04,1,1,1.6,0.48,1,1,1,0.6,0.48,10,10,5.2,4.16,0,0,0.0,0.0,13,10,7.4,3.52,1,1,0.4,0.48,3.0,2.4,2,2,0.8,0.96,3,5,2,4.2,0.96,3,1.6,0.6,5.2,0.0,0.216216216216216,0.081081081081081,0.702702702702703,0.0,1.31555668131475,0.224103641018935
49670328,3,44,-0.210375,3,44,-0.210375,0.0,-2.04599769338084,56,75,19,66.2,8.16,56,10.811,114.818,104.007,67.716,45.524,10.811,146,62,120.4,29.12,1.78,2.2,0.42,2.052,0.1184,2.04,1,1,1.6,0.48,1,1,1,0.6,0.48,10,10,4.8,3.84,0,0,0.0,0.0,13,10,7.0,3.2,1,1,0.4,0.48,3.0,2.4,3,3,1.2,1.44,4,5,1,4.6,0.48,4,1.6,0.6,4.8,0.0,0.228571428571429,0.0857142857142857,0.685714285714286,0.0,2.83393363277673,0.225986928334126
82139740,3,74,-0.220603,3,74,-0.220603,0.0,-2.10426711710957,51,75,24,64.2,10.56,51,10.811,183.84,173.029,100.824,72.0104,10.811,162,78,126.8,34.24,1.78,2.36,0.58,2.116,0.1952,2.04,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,3.6,2.88,14,14,5.6,6.72,20,17,11.8,7.04,0,0,0.0,0.0,3.0,2.4,6,6,2.4,2.88,5,6,1,5.4,0.48,5,2.0,0.6,3.6,5.6,0.169491525423729,0.0508474576271186,0.305084745762712,0.474576271186441,11.4344495319601,0.227010205999232
12304586,1,27,-0.204497,1,27,-0.204497,0.0,-1.92131780377911,58,75,17,67.0,7.2,58,10.811,114.818,104.007,50.861278,32.0402224,10.811,142,58,112.4,22.72,1.78,2.04,0.26,1.924,0.0928,1.88,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,4.8,3.84,0,0,0.0,0.0,13,10,7.4,3.52,0,0,0.0,0.0,3.0,2.4,3,3,1.2,1.44,3,5,2,4.2,0.96,3,2.0,0.6,4.8,0.0,0.27027027027027,0.081081081081081,0.648648648648649,0.0,2.06436953577877,0.21943403815018
61932785,1,49,-0.290497,1,49,-0.290497,0.0,-1.90071281716643,55,75,20,65.8,8.64,55,10.811,114.818,104.007,49.626,31.052,10.811,142,58,114.8,24.64,1.78,2.04,0.26,1.904,0.1088,1.83,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,4.4,3.52,0,0,0.0,0.0,13,10,7.0,3.2,0,0,0.0,0.0,3.0,2.4,4,4,1.6,1.92,4,5,1,4.6,0.48,4,2.0,0.6,4.4,0.0,0.285714285714286,0.0857142857142857,0.628571428571429,0.0,3.19679462735207,0.21943403815018
38549061,1,28,-0.210764,1,28,-0.210764,0.0,-1.93352331962289,61,75,14,68.2,5.76,61,10.811,114.818,104.007,50.76536,31.963488,10.811,142,58,111.6,22.08,1.78,2.04,0.26,1.936,0.0832,1.91,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,5.2,4.16,0,0,0.0,0.0,13,10,7.8,3.84,0,0,0.0,0.0,3.0,2.4,2,2,0.8,0.96,2,5,3,3.8,1.44,2,2.0,0.6,5.2,0.0,0.256410256410256,0.0769230769230769,0.666666666666667,0.0,1.68007032175285,0.21990216824065
62897034,3,43,-0.270262,3,43,-0.270262,0.0,-1.92946767820646,53,75,22,65.0,9.6,53,10.811,114.818,104.007,66.488,44.5416,10.811,147,63,120.8,29.44,1.78,2.04,0.26,1.932,0.0864,1.9,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,4.0,3.2,0,0,0.0,0.0,13,10,6.6,2.88,0,0,0.0,0.0,3.0,2.4,5,5,2.0,2.4,5,5,0,5.0,0.0,5,2.0,0.6,4.0,0.0,0.303030303030303,0.0909090909090909,0.606060606060606,0.0,2.60657981032518,0.228085323342676
76402381,3,25,-0.26654,3,25,-0.26654,0.0,-1.74321085435781,52,73,21,64.2,9.76,52,10.811,54.938045,44.127045,31.69592572,18.593695424,10.811,139,55,113.4,23.52,1.55,2.04,0.49,1.758,0.2256,1.55,2,0,2.0,0.0,2,1,1,0.6,0.48,5,5,2.0,2.4,0,0,0.0,0.0,7,4,4.6,1.92,0,0,0.0,0.0,3.0,2.4,5,5,2.0,2.4,5,5,0,5.0,0.0,5,2.0,0.6,2.0,0.0,0.434782608695652,0.130434782608696,0.434782608695652,0.0,0.572431978799407,0.200159611154652
26408915,3,25,-0.26654,3,25,-0.26654,0.0,-1.85214952660979,52,84,32,66.4,11.52,52,10.811,74.9216,64.1106,41.283938,24.3783504,10.811,139,55,113.0,23.2,1.55,2.18,0.63,1.872,0.2576,1.55,2,0,2.0,0.0,2,3,3,1.0,0.8,10,10,4.0,3.2,0,0,0.0,0.0,15,12,7.0,3.2,0,0,0.0,0.0,2.6,2.08,5,5,2.0,2.4,3,5,2,4.6,0.64,5,2.0,1.0,4.0,0.0,0.285714285714286,0.142857142857143,0.571428571428571,0.0,0.569057571948847,0.178187175712809
93270846,3,25,-0.26654,3,25,-0.26654,0.0,-1.87696394585299,52,81,29,65.8,11.04,52,10.811,207.2,196.389,67.739618,55.7841528,10.811,146,62,118.4,27.52,1.55,2.33,0.78,1.902,0.2816,1.55,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,4.0,3.2,14,14,2.8,4.48,28,25,9.6,7.36,0,0,0.0,0.0,2.8,2.24,5,5,2.0,2.4,4,5,1,4.8,0.32,5,2.0,0.8,4.0,2.8,0.208333333333333,0.0833333333333333,0.416666666666667,0.291666666666667,1.69211997174352,0.262937277792971
67851930,3,25,-0.26654,3,25,-0.26654,0.0,-1.85384563707831,52,83,31,66.2,11.36,52,10.811,54.938045,44.127045,32.4943704,17.95493968,10.811,139,55,110.6,22.72,1.55,2.19,0.64,1.874,0.2592,1.55,2,0,2.0,0.0,2,3,3,1.0,0.8,5,5,2.0,2.4,0,0,0.0,0.0,7,4,5.0,1.6,0,0,0.0,0.0,2.6,2.08,5,5,2.0,2.4,3,5,2,4.6,0.64,5,2.0,1.0,2.0,0.0,0.4,0.2,0.4,0.0,0.364745776420898,0.18391049142992
79648230,3,25,-0.26654,2,16,-0.261676,0.0048639999999999,-1.91561702174341,52,88,36,67.2,12.16,52,10.811,54.938045,44.127045,32.712618,17.7803416,10.811,139,55,110.2,23.04,1.55,2.58,1.03,1.952,0.3216,1.55,2,0,2.0,0.0,2,4,4,1.2,1.12,5,5,2.0,2.4,0,0,0.0,0.0,7,4,5.2,1.76,0,0,0.0,0.0,2.4,2.08,5,5,2.0,2.4,2,5,3,4.4,0.96,5,2.0,1.2,2.0,0.0,0.384615384615385,0.230769230769231,0.384615384615385,0.0,14247604.3194207,0.183016696114988
20519736,3,25,-0.26654,3,25,-0.26654,0.0,-1.76020028575852,52,72,20,63.6,9.28,52,10.811,112.411,101.6,48.781818,30.3766544,10.811,144,60,118.0,27.2,1.55,2.04,0.49,1.774,0.2128,1.55,2,0,2.0,0.0,2,1,1,0.4,0.48,10,10,4.0,3.2,0,0,0.0,0.0,12,9,6.4,2.72,0,0,0.0,0.0,2.0,2.4,5,5,2.0,2.4,0,5,5,4.0,1.6,5,2.0,0.4,4.0,0.0,0.3125,0.0625,0.625,0.0,0.931677788331788,0.2279288267092
16943087,3,25,-0.26654,3,25,-0.26654,0.0,-1.78451606168292,52,74,22,64.4,9.92,52,10.811,69.723,58.912,40.244218,23.5465744,10.811,139,55,113.6,23.68,1.55,2.04,0.49,1.798,0.1984,1.55,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,4.0,3.2,0,0,0.0,0.0,13,10,6.6,2.88,0,0,0.0,0.0,3.0,2.4,5,5,2.0,2.4,5,5,0,5.0,0.0,5,2.0,0.6,4.0,0.0,0.303030303030303,0.0909090909090909,0.606060606060606,0.0,0.620498004320115,0.190716824855805
12458390,3,25,-0.26654,3,25,-0.26654,0.0,-1.82231713046449,52,79,27,65.4,10.72,52,10.811,72.64,61.829,40.827618,24.0132944,10.811,139,55,113.2,23.36,1.55,2.04,0.49,1.838,0.2304,1.55,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,4.0,3.2,0,0,0.0,0.0,14,11,6.8,3.04,0,0,0.0,0.0,2.8,2.24,5,5,2.0,2.4,4,5,1,4.8,0.32,5,2.0,0.8,4.0,0.0,0.294117647058823,0.117647058823529,0.588235294117647,0.0,0.510785035071789,0.178179966487409
84036972,3,25,-0.26654,3,25,-0.26654,0.0,-1.77856092528499,52,75,23,64.6,10.08,52,10.811,114.818,104.007,49.263218,30.7617744,10.811,142,58,117.6,26.88,1.55,2.04,0.49,1.792,0.1984,1.55,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,4.0,3.2,0,0,0.0,0.0,13,10,6.6,2.88,0,0,0.0,0.0,3.0,2.4,5,5,2.0,2.4,5,5,0,5.0,0.0,5,2.0,0.6,4.0,0.0,0.303030303030303,0.0909090909090909,0.606060606060606,0.0,1.04071274696066,0.224103641018935
95267031,3,25,-0.26654,3,25,-0.26654,0.0,-1.80191983722406,52,78,26,65.2,10.56,52,10.811,54.938045,44.127045,31.916718,18.4170616,10.811,139,55,111.4,22.08,1.55,2.04,0.49,1.816,0.2128,1.55,2,0,2.0,0.0,2,2,2,0.8,0.64,5,5,2.0,2.4,0,0,0.0,0.0,7,4,4.8,1.76,0,0,0.0,0.0,2.8,2.24,5,5,2.0,2.4,4,5,1,4.8,0.32,5,2.0,0.8,2.0,0.0,0.416666666666667,0.166666666666667,0.416666666666667,0.0,0.419857122622944,0.178885438199983
71204863,3,25,-0.26654,3,25,-0.26654,0.0,-1.81315929425988,52,80,28,65.6,10.88,52,10.811,118.71,107.899,50.041618,31.3844944,10.811,139,55,117.0,26.4,1.55,2.04,0.49,1.828,0.2224,1.55,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,4.0,3.2,0,0,0.0,0.0,14,11,6.8,3.04,0,0,0.0,0.0,2.8,2.24,5,5,2.0,2.4,4,5,1,4.8,0.32,5,2.0,0.8,4.0,0.0,0.294117647058823,0.117647058823529,0.588235294117647,0.0,0.852143004265481,0.224103641018935
85320746,3,25,-0.26654,3,25,-0.26654,0.0,-1.74537097357034,52,76,24,64.8,10.24,52,10.811,204.3833,193.5723,67.176278,54.8828088,10.811,145,61,118.2,27.36,1.55,2.04,0.49,1.76,0.224,1.55,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,4.0,3.2,14,14,2.8,4.48,27,24,9.4,7.04,0,0,0.0,0.0,3.0,2.4,5,5,2.0,2.4,5,5,0,5.0,0.0,5,2.0,0.6,4.0,2.8,0.212765957446809,0.0638297872340425,0.425531914893617,0.297872340425532,1.75222376839251,0.258645214868096
38702645,3,25,-0.26654,3,25,-0.26654,0.0,-1.75178795177514,52,72,20,63.4,9.12,52,10.811,65.38,54.569,39.375618,22.8516944,10.811,139,55,113.6,23.68,1.55,2.04,0.49,1.766,0.2192,1.55,2,0,2.0,0.0,2,1,1,0.4,0.48,10,10,4.0,3.2,0,0,0.0,0.0,12,9,6.4,2.72,0,0,0.0,0.0,2.0,2.4,5,5,2.0,2.4,0,5,5,4.0,1.6,5,2.0,0.4,4.0,0.0,0.3125,0.0625,0.625,0.0,0.699877769878881,0.198687728150178
34982675,2,5,-0.136603,2,5,-0.136603,0.0,-1.76548989122387,47,73,26,62.2,12.16,47,10.811,92.90638,82.09538,46.88325972,36.818496224,10.811,164,80,123.4,32.48,1.6,2.04,0.44,1.778,0.2096,1.6,1,1,1.6,0.48,1,1,1,0.6,0.48,4,4,1.6,1.92,0,0,0.0,0.0,5,2,3.8,0.96,1,1,0.4,0.48,3.0,2.4,6,6,2.4,2.88,5,7,2,5.8,0.96,5,1.6,0.6,1.6,0.0,0.421052631578947,0.157894736842105,0.421052631578947,0.0,0.484187497210521,0.220794403122398
35280617,2,5,-0.136603,2,5,-0.136603,0.0,-1.87582084983592,47,84,37,64.4,13.92,47,10.811,92.90638,82.09538,56.471272,36.5282176,10.811,164,80,123.0,32.8,1.6,2.18,0.58,1.892,0.2336,1.6,1,1,1.6,0.48,1,3,3,1.0,0.8,10,10,3.6,2.88,0,0,0.0,0.0,15,12,6.2,3.52,1,1,0.4,0.48,2.6,2.08,6,6,2.4,2.88,3,7,4,5.4,1.28,5,1.6,1.0,3.6,0.0,0.258064516129032,0.161290322580645,0.580645161290323,0.0,0.43567369030864,0.213150440681858
95308671,2,5,-0.136603,2,5,-0.136603,0.0,-1.90095240877553,47,81,34,63.8,13.44,47,10.811,207.2,196.389,82.926952,57.6927616,10.811,164,80,128.4,35.52,1.6,2.33,0.73,1.922,0.2576,1.6,1,1,1.6,0.48,1,2,2,0.8,0.64,10,10,3.6,2.88,14,14,2.8,4.48,28,25,8.8,7.68,1,1,0.4,0.48,2.8,2.24,6,6,2.4,2.88,4,7,3,5.6,1.12,5,1.6,0.8,3.6,2.8,0.181818181818182,0.0909090909090909,0.409090909090909,0.318181818181818,0.970213272872947,0.266897594919487
82609473,2,5,-0.136603,2,5,-0.136603,0.0,-1.87753863737669,47,83,36,64.2,13.76,47,10.811,92.90638,82.09538,47.6817044,36.17974048,10.811,164,80,120.6,34.72,1.6,2.19,0.59,1.894,0.2352,1.6,1,1,1.6,0.48,1,3,3,1.0,0.8,4,4,1.6,1.92,0,0,0.0,0.0,5,2,4.2,0.96,1,1,0.4,0.48,2.6,2.08,6,6,2.4,2.88,3,7,4,5.4,1.28,5,1.6,1.0,1.6,0.0,0.380952380952381,0.238095238095238,0.380952380952381,0.0,0.292538118553825,0.223249411608884
58319420,2,5,-0.136603,2,5,-0.136603,0.0,-1.94009948876224,47,88,41,65.2,14.56,47,10.811,92.90638,82.09538,47.899952,36.0051424,10.811,164,80,120.2,35.04,1.6,2.58,0.98,1.972,0.2976,1.6,1,1,1.6,0.48,1,4,4,1.2,1.12,4,4,1.6,1.92,0,0,0.0,0.0,6,3,4.4,1.12,1,1,0.4,0.48,2.4,2.08,6,6,2.4,2.88,2,7,5,5.2,1.44,5,1.6,1.2,1.6,0.0,0.363636363636364,0.272727272727273,0.363636363636364,0.0,18566250.8500367,0.22212213093825
70264158,2,5,-0.136603,2,5,-0.136603,0.0,-1.78269645537565,47,72,25,61.6,11.68,47,10.811,112.411,101.6,63.969152,42.5265216,10.811,164,80,128.0,35.2,1.6,2.04,0.44,1.794,0.1968,1.6,1,1,1.6,0.48,1,1,1,0.4,0.48,10,10,3.6,2.88,0,0,0.0,0.0,12,9,5.6,2.56,1,1,0.4,0.48,2.0,2.4,6,6,2.4,2.88,0,7,7,4.8,1.92,5,1.6,0.4,3.6,0.0,0.285714285714286,0.0714285714285714,0.642857142857143,0.0,0.704142643290863,0.23969492120604
16094873,2,5,-0.136603,2,5,-0.136603,0.0,-1.8073229981054,47,74,27,62.4,12.32,47,10.811,92.90638,82.09538,55.431552,35.6964416,10.811,164,80,123.6,32.32,1.6,2.04,0.44,1.818,0.1776,1.6,1,1,1.6,0.48,1,1,1,0.6,0.48,10,10,3.6,2.88,0,0,0.0,0.0,13,10,5.8,2.88,1,1,0.4,0.48,3.0,2.4,6,6,2.4,2.88,5,7,2,5.8,0.96,5,1.6,0.6,3.6,0.0,0.275862068965517,0.103448275862069,0.620689655172414,0.0,0.523192079226391,0.215484846803291
27159836,2,5,-0.136603,2,5,-0.136603,0.0,-1.84560718194035,47,79,32,63.4,13.12,47,10.811,92.90638,82.09538,56.014952,36.1631616,10.811,164,80,123.2,32.64,1.6,2.04,0.44,1.858,0.2064,1.6,1,1,1.6,0.48,1,2,2,0.8,0.64,10,10,3.6,2.88,0,0,0.0,0.0,14,11,6.0,3.2,1,1,0.4,0.48,2.8,2.24,6,6,2.4,2.88,4,7,3,5.6,1.12,5,1.6,0.8,3.6,0.0,0.266666666666667,0.133333333333333,0.6,0.0,0.431249198448736,0.213576950562855
47812905,2,5,-0.136603,2,5,-0.136603,0.0,-1.80129175232401,47,75,28,62.6,12.48,47,10.811,114.818,104.007,64.450552,42.9116416,10.811,164,80,127.6,34.88,1.6,2.04,0.44,1.812,0.1824,1.6,1,1,1.6,0.48,1,1,1,0.6,0.48,10,10,3.6,2.88,0,0,0.0,0.0,13,10,5.8,2.88,1,1,0.4,0.48,3.0,2.4,6,6,2.4,2.88,5,7,2,5.8,0.96,5,1.6,0.6,3.6,0.0,0.275862068965517,0.103448275862069,0.620689655172414,0.0,0.776618913699779,0.236906211638506
52948361,2,5,-0.136603,2,5,-0.136603,0.0,-1.82494920190639,47,78,31,63.2,12.96,47,10.811,92.90638,82.09538,47.104052,36.6418624,10.811,164,80,121.4,34.08,1.6,2.04,0.44,1.836,0.1888,1.6,1,1,1.6,0.48,1,2,2,0.8,0.64,4,4,1.6,1.92,0,0,0.0,0.0,5,2,4.0,0.8,1,1,0.4,0.48,2.8,2.24,6,6,2.4,2.88,4,7,3,5.6,1.12,5,1.6,0.8,1.6,0.0,0.4,0.2,0.4,0.0,0.365944924105601,0.215864849236958
40568932,2,5,-0.136603,2,5,-0.136603,0.0,-1.83633230437501,47,80,33,63.6,13.28,47,10.811,118.71,107.899,65.228952,43.5343616,10.811,164,80,127.0,34.4,1.6,2.04,0.44,1.848,0.1984,1.6,1,1,1.6,0.48,1,2,2,0.8,0.64,10,10,3.6,2.88,0,0,0.0,0.0,14,11,6.0,3.2,1,1,0.4,0.48,2.8,2.24,6,6,2.4,2.88,4,7,3,5.6,1.12,5,1.6,0.8,3.6,0.0,0.266666666666667,0.133333333333333,0.6,0.0,0.64460823773896,0.236906211638506
43208516,2,5,-0.136603,2,5,-0.136603,0.0,-1.76767761775393,47,76,29,62.8,12.64,47,10.811,204.3833,193.5723,82.363612,57.2420896,10.811,164,80,128.2,35.36,1.6,2.04,0.44,1.78,0.208,1.6,1,1,1.6,0.48,1,1,1,0.6,0.48,10,10,3.6,2.88,14,14,2.8,4.48,27,24,8.6,7.36,1,1,0.4,0.48,3.0,2.4,6,6,2.4,2.88,5,7,2,5.8,0.96,5,1.6,0.6,3.6,2.8,0.186046511627907,0.0697674418604651,0.418604651162791,0.325581395348837,1.07370160702509,0.26343055108671
97428650,2,5,-0.136603,2,5,-0.136603,0.0,-1.77417660789299,47,72,25,61.4,11.52,47,10.811,92.90638,82.09538,54.562952,35.0015616,10.811,164,80,123.6,32.32,1.6,2.04,0.44,1.786,0.2032,1.6,1,1,1.6,0.48,1,1,1,0.4,0.48,10,10,3.6,2.88,0,0,0.0,0.0,12,9,5.6,2.56,1,1,0.4,0.48,2.0,2.4,6,6,2.4,2.88,0,7,7,4.8,1.92,5,1.6,0.4,3.6,0.0,0.285714285714286,0.0714285714285714,0.642857142857143,0.0,0.568454316382676,0.219909966516167
20819547,2,33,-0.197497,2,33,-0.197497,0.0,-2.01352354604029,61,84,23,70.0,7.2,61,10.811,74.9216,64.1106,42.78608,25.580064,10.811,124,40,107.0,18.4,1.91,2.18,0.27,2.016,0.0848,1.91,2,0,2.0,0.0,2,3,3,1.0,0.8,10,10,5.2,4.16,0,0,0.0,0.0,15,12,8.2,4.16,0,0,0.0,0.0,2.6,2.08,2,2,0.8,0.96,2,5,3,3.4,1.28,2,2.0,1.0,5.2,0.0,0.24390243902439,0.121951219512195,0.634146341463415,0.0,0.888793236937251,0.159233637725358
74920653,1,28,-0.210764,2,82,-0.141831,0.068933,-2.04049999513884,61,81,20,69.4,6.72,61,10.811,207.2,196.389,69.24176,55.183296,10.811,146,62,112.4,22.72,1.91,2.33,0.42,2.046,0.1136,1.91,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,5.2,4.16,14,14,2.8,4.48,28,25,10.8,6.88,0,0,0.0,0.0,2.8,2.24,2,2,0.8,0.96,2,5,3,3.6,1.28,2,2.0,0.8,5.2,2.8,0.185185185185185,0.074074074074074,0.481481481481481,0.259259259259259,9.59571202536925,0.263570544455797
72015384,2,15,-0.20608,2,15,-0.20608,0.0,-2.01536743516262,61,83,22,69.8,7.04,61,10.811,58.6934,47.8824,33.9965124,19.75751008,10.811,124,40,104.6,16.48,1.91,2.19,0.28,2.018,0.0864,1.91,2,0,2.0,0.0,2,3,3,1.0,0.8,8,8,3.2,3.84,0,0,0.0,0.0,10,7,6.2,3.04,0,0,0.0,0.0,2.6,2.08,2,2,0.8,0.96,2,5,3,3.4,1.28,2,2.0,1.0,3.2,0.0,0.32258064516129,0.161290322580645,0.516129032258065,0.0,0.566165363862196,0.161428299141188
46752830,2,16,-0.261676,1,28,-0.210764,0.050912,-2.08252083487887,61,88,27,70.8,7.84,61,10.811,58.6934,47.8824,34.21476,19.582912,10.811,124,40,104.2,16.16,1.91,2.58,0.67,2.096,0.1936,1.91,2,0,2.0,0.0,2,4,4,1.2,1.12,8,8,3.2,3.84,0,0,0.0,0.0,10,7,6.4,2.88,0,0,0.0,0.0,2.4,2.08,2,2,0.8,0.96,2,5,3,3.2,1.44,2,2.0,1.2,3.2,0.0,0.3125,0.1875,0.5,0.0,14980827.0041476,0.160727595430146
50648317,1,28,-0.210764,2,32,-0.149882,0.060882,-1.98109191392292,61,79,18,69.0,6.4,61,10.811,72.64,61.829,42.32976,25.215008,10.811,124,40,107.2,18.56,1.91,2.04,0.13,1.982,0.0576,1.91,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,5.2,4.16,0,0,0.0,0.0,14,11,8.0,4.0,0,0,0.0,0.0,2.8,2.24,2,2,0.8,0.96,2,5,3,3.6,1.28,2,2.0,0.8,5.2,0.0,0.25,0.1,0.65,0.0,0.712870614675877,0.158885978904878
59806341,1,28,-0.210764,2,50,-0.14445,0.066314,-1.9711361740845,61,80,19,69.2,6.56,61,10.811,118.71,107.899,51.54376,32.586208,10.811,139,55,111.0,21.6,1.91,2.04,0.13,1.972,0.0544,1.91,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,5.2,4.16,0,0,0.0,0.0,14,11,8.0,4.0,0,0,0.0,0.0,2.8,2.24,2,2,0.8,0.96,2,5,3,3.6,1.28,2,2.0,0.8,5.2,0.0,0.25,0.1,0.65,0.0,1.39573235634829,0.21990216824065
