id,AtomicOrbitals|HOMO_character,AtomicOrbitals|HOMO_element,AtomicOrbitals|HOMO_energy,AtomicOrbitals|LUMO_character,AtomicOrbitals|LUMO_element,AtomicOrbitals|LUMO_energy,AtomicOrbitals|gap_AO,BandCenter|band center,ElementProperty|MagpieData minimum Number,ElementProperty|MagpieData maximum Number,ElementProperty|MagpieData range Number,ElementProperty|MagpieData mean Number,ElementProperty|MagpieData avg_dev Number,ElementProperty|MagpieData mode Number,ElementProperty|MagpieData minimum MendeleevNumber,ElementProperty|MagpieData maximum MendeleevNumber,ElementProperty|MagpieData range MendeleevNumber,ElementProperty|MagpieData mean MendeleevNumber,ElementProperty|MagpieData avg_dev MendeleevNumber,ElementProperty|MagpieData mode MendeleevNumber,ElementProperty|MagpieData minimum AtomicWeight,ElementProperty|MagpieData maximum AtomicWeight,ElementProperty|MagpieData range AtomicWeight,ElementProperty|MagpieData mean AtomicWeight,ElementProperty|MagpieData avg_dev AtomicWeight,ElementProperty|MagpieData mode AtomicWeight,ElementProperty|MagpieData minimum CovalentRadius,ElementProperty|MagpieData maximum CovalentRadius,ElementProperty|MagpieData range CovalentRadius,ElementProperty|MagpieData mean CovalentRadius,ElementProperty|MagpieData avg_dev CovalentRadius,ElementProperty|MagpieData mode CovalentRadius,ElementProperty|MagpieData minimum Electronegativity,ElementProperty|MagpieData maximum Electronegativity,ElementProperty|MagpieData range Electronegativity,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData avg_dev Electronegativity,ElementProperty|MagpieData mode Electronegativity,ElementProperty|MagpieData minimum NsValence,ElementProperty|MagpieData maximum NsValence,ElementProperty|MagpieData range NsValence,ElementProperty|MagpieData mean NsValence,ElementProperty|MagpieData avg_dev NsValence,ElementProperty|MagpieData mode NsValence,ElementProperty|MagpieData minimum NpValence,ElementProperty|MagpieData maximum NpValence,ElementProperty|MagpieData range NpValence,ElementProperty|MagpieData mean NpValence,ElementProperty|MagpieData avg_dev NpValence,ElementProperty|MagpieData mode NpValence,ElementProperty|MagpieData minimum NdValence,ElementProperty|MagpieData maximum NdValence,ElementProperty|MagpieData range NdValence,ElementProperty|MagpieData mean NdValence,ElementProperty|MagpieData avg_dev NdValence,ElementProperty|MagpieData mode NdValence,ElementProperty|MagpieData minimum NfValence,ElementProperty|MagpieData maximum NfValence,ElementProperty|MagpieData range NfValence,ElementProperty|MagpieData mean NfValence,ElementProperty|MagpieData avg_dev NfValence,ElementProperty|MagpieData mode NfValence,ElementProperty|MagpieData minimum NValence,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData range NValence,ElementProperty|MagpieData mean NValence,ElementProperty|MagpieData avg_dev NValence,ElementProperty|MagpieData mode NValence,ElementProperty|MagpieData minimum NsUnfilled,ElementProperty|MagpieData maximum NsUnfilled,ElementProperty|MagpieData range NsUnfilled,ElementProperty|MagpieData mean NsUnfilled,ElementProperty|MagpieData avg_dev NsUnfilled,ElementProperty|MagpieData mode NsUnfilled,ElementProperty|MagpieData minimum NpUnfilled,ElementProperty|MagpieData maximum NpUnfilled,ElementProperty|MagpieData range NpUnfilled,ElementProperty|MagpieData mean NpUnfilled,ElementProperty|MagpieData avg_dev NpUnfilled,ElementProperty|MagpieData mode NpUnfilled,ElementProperty|MagpieData minimum NdUnfilled,ElementProperty|MagpieData maximum NdUnfilled,ElementProperty|MagpieData range NdUnfilled,ElementProperty|MagpieData mean NdUnfilled,ElementProperty|MagpieData avg_dev NdUnfilled,ElementProperty|MagpieData mode NdUnfilled,ElementProperty|MagpieData minimum NfUnfilled,ElementProperty|MagpieData maximum NfUnfilled,ElementProperty|MagpieData range NfUnfilled,ElementProperty|MagpieData mean NfUnfilled,ElementProperty|MagpieData avg_dev NfUnfilled,ElementProperty|MagpieData mode NfUnfilled,ElementProperty|MagpieData minimum NUnfilled,ElementProperty|MagpieData maximum NUnfilled,ElementProperty|MagpieData range NUnfilled,ElementProperty|MagpieData mean NUnfilled,ElementProperty|MagpieData avg_dev NUnfilled,ElementProperty|MagpieData mode NUnfilled,ElementProperty|MagpieData minimum GSvolume_pa,ElementProperty|MagpieData maximum GSvolume_pa,ElementProperty|MagpieData range GSvolume_pa,ElementProperty|MagpieData mean GSvolume_pa,ElementProperty|MagpieData avg_dev GSvolume_pa,ElementProperty|MagpieData mode GSvolume_pa,ValenceOrbital|avg s valence electrons,ValenceOrbital|avg p valence electrons,ValenceOrbital|avg d valence electrons,ValenceOrbital|avg f valence electrons,ValenceOrbital|frac s valence electrons,ValenceOrbital|frac p valence electrons,ValenceOrbital|frac d valence electrons,ValenceOrbital|frac f valence electrons,YangSolidSolution|Yang omega,YangSolidSolution|Yang delta,LatticeConstants|a,LatticeConstants|b,LatticeConstants|c,GlobalSymmetryFeatures|spacegroup_num,GlobalSymmetryFeatures|crystal_system_int
5187042,3,40,-0.150673,3,40,-0.150673,0.0,-1.67852741290426,5,40,35,24.2,15.36,5,44,74,30,61.2,13.76,44,10.811,91.224,80.413,54.7586,35.15808,10.811,84,175,91,128.0,37.6,84,1.33,2.04,0.71,1.71,0.304,1.33,2,2,0,2.0,0.0,2,0,1,1,0.6,0.48,0,0,10,10,2.8,2.88,0,0,0,0,0.0,0.0,0,3,13,10,5.4,3.04,3,0,0,0,0.0,0.0,0,0,5,5,3.0,2.4,0,0,8,8,3.2,3.84,0,0,0,0,0,0,0,5,8,3,6.2,1.44,5,7.1725,23.195,16.0225,15.9185,6.9968,7.1725,2.0,0.6,2.8,0.0,0.37037037037037,0.111111111111111,0.518518518518518,0.0,0.288249899629647,0.252497249948616,3.18819202489387,3.5621944166956,12.0299594983165,65,5
3786905,3,40,-0.150673,3,40,-0.150673,0.0,-1.71408334403279,5,40,35,24.4,15.52,5,44,79,35,62.2,14.56,44,10.811,91.224,80.413,55.342,35.6248,10.811,84,175,91,127.6,37.92,84,1.33,2.04,0.71,1.75,0.336,1.33,2,2,0,2.0,0.0,2,0,2,2,0.8,0.64,0,0,10,10,2.8,2.88,0,0,0,0,0.0,0.0,0,3,14,11,5.6,3.36,3,0,0,0,0.0,0.0,0,0,5,5,2.8,2.24,0,0,8,8,3.2,3.84,0,0,0,0,0,0,0,4,8,4,6.0,1.6,5,7.1725,23.195,16.0225,16.748,7.6604,7.1725,2.0,0.8,2.8,0.0,0.357142857142857,0.142857142857143,0.5,0.0,0.259125522767356,0.259993958960147,3.14882746961109,3.47880116359325,12.9236164266475,65,5
6342708,3,40,-0.150673,3,40,-0.150673,0.0,-1.67292597288019,5,49,44,27.8,18.24,5,44,75,31,61.4,13.92,44,10.811,114.818,104.007,63.7776,42.37328,10.811,84,175,91,132.0,38.4,84,1.33,2.04,0.71,1.704,0.2992,1.33,2,2,0,2.0,0.0,2,0,1,1,0.6,0.48,0,0,10,10,2.8,2.88,0,0,0,0,0.0,0.0,0,3,13,10,5.4,3.04,3,0,0,0,0.0,0.0,0,0,5,5,3.0,2.4,0,0,8,8,3.2,3.84,0,0,0,0,0,0,0,5,8,3,6.2,1.44,5,7.1725,24.26,17.0875,16.999,7.8612,7.1725,2.0,0.6,2.8,0.0,0.37037037037037,0.111111111111111,0.518518518518518,0.0,0.345149477499318,0.261365561965106,3.17675724622166,3.41255703090024,14.2423525220756,65,5
8613947,3,40,-0.150673,3,40,-0.150673,0.0,-1.69489751736064,5,40,35,20.8,15.36,5,44,78,34,62.0,14.4,44,10.811,91.224,80.413,46.4311,35.83432,10.811,84,175,91,125.8,39.36,84,1.33,2.04,0.71,1.728,0.3184,1.33,2,2,0,2.0,0.0,2,0,2,2,0.8,0.64,0,0,2,2,0.8,0.96,0,0,0,0,0.0,0.0,0,3,4,1,3.6,0.48,3,0,0,0,0.0,0.0,0,0,5,5,2.8,2.24,0,0,8,8,3.2,3.84,0,0,0,0,0,0,0,4,8,4,6.0,1.6,5,7.1725,23.195,16.0225,16.235,7.25,7.1725,2.0,0.8,0.8,0.0,0.555555555555556,0.222222222222222,0.222222222222222,0.0,0.242996042127966,0.263570544455797,3.14048568477386,3.62988382717355,11.7297878823492,65,5
3612974,3,40,-0.150673,3,40,-0.150673,0.0,-1.70546942374236,5,50,45,28.0,18.4,5,44,80,36,62.4,14.72,44,10.811,118.71,107.899,64.556,42.996,10.811,84,175,91,131.4,37.92,84,1.33,2.04,0.71,1.74,0.328,1.33,2,2,0,2.0,0.0,2,0,2,2,0.8,0.64,0,0,10,10,2.8,2.88,0,0,0,0,0.0,0.0,0,3,14,11,5.6,3.36,3,0,0,0,0.0,0.0,0,0,5,5,2.8,2.24,0,0,8,8,3.2,3.84,0,0,0,0,0,0,0,4,8,4,6.0,1.6,5,7.1725,33.285,26.1125,18.804,9.3052,7.1725,2.0,0.8,2.8,0.0,0.357142857142857,0.142857142857143,0.5,0.0,0.310420378767427,0.261365561965106,3.14992273934197,3.39403911197627,14.634870600886,65,5
1694783,3,40,-0.150673,3,40,-0.150673,0.0,-1.6417072884524,5,81,76,34.2,23.36,5,44,76,32,61.6,14.08,44,10.811,204.3833,193.5723,81.69066,56.703728,10.811,84,175,91,132.6,38.88,84,1.33,2.04,0.71,1.672,0.2944,1.33,2,2,0,2.0,0.0,2,0,1,1,0.6,0.48,0,0,10,10,2.8,2.88,0,0,14,14,2.8,4.48,0,3,27,24,8.2,7.52,3,0,0,0,0.0,0.0,0,0,5,5,3.0,2.4,0,0,8,8,3.2,3.84,0,0,0,0,0,0,0,5,8,3,6.2,1.44,5,7.1725,26.91,19.7375,17.529,8.2852,7.1725,2.0,0.6,2.8,2.8,0.24390243902439,0.0731707317073171,0.341463414634146,0.341463414634146,0.389809268703694,0.278121511168405,3.12083337409154,3.34499909312382,15.2943762023052,65,5
6271834,3,40,-0.150673,3,40,-0.150673,0.0,-1.64774313988352,5,40,35,24.0,15.2,5,44,72,28,60.2,12.96,44,10.811,91.224,80.413,53.89,34.4632,10.811,84,175,91,128.0,37.6,84,1.33,2.04,0.71,1.678,0.2896,1.33,2,2,0,2.0,0.0,2,0,1,1,0.4,0.48,0,0,10,10,2.8,2.88,0,0,0,0,0.0,0.0,0,3,12,9,5.2,2.72,3,0,0,0,0.0,0.0,0,0,5,5,2.0,2.4,0,0,8,8,3.2,3.84,0,0,0,0,0,0,0,0,8,8,5.2,2.24,5,7.1725,23.195,16.0225,14.939,6.6048,7.1725,2.0,0.4,2.8,0.0,0.384615384615385,0.0769230769230769,0.538461538461538,0.0,0.316578184671233,0.253441304432607,3.17886919837993,3.45027873397718,12.4832863736195,65,5
34072651,3,42,-0.153347,3,42,-0.153347,0.0,-1.99066757562781,5,42,37,21.4,16.48,5,50,73,23,63.4,10.72,50,10.811,95.96,85.149,48.10470772,38.284233824,10.811,84,154,70,119.4,28.32,84,1.61,2.16,0.55,2.002,0.1568,2.04,1,2,1,1.6,0.48,1,0,1,1,0.6,0.48,0,0,5,5,2.0,2.4,0,0,0,0,0.0,0.0,0,3,6,3,4.2,1.44,3,0,1,1,0.4,0.48,0,0,5,5,3.0,2.4,0,0,5,5,2.0,2.4,0,0,0,0,0,0,0,5,6,1,5.4,0.48,5,7.1725,16.48,9.3075,12.441,4.2148,7.1725,1.6,0.6,2.0,0.0,0.380952380952381,0.142857142857143,0.476190476190476,0.0,0.857647401287833,0.212789304679212,3.04639922651153,7.31396225970639,3.04639964627648,187,2
95063127,1,45,-0.154624,1,45,-0.154624,0.0,-2.03418843544091,5,45,40,22.6,17.92,5,59,73,14,67.0,6.4,59,10.811,102.9055,92.0945,50.88290772,41.618073824,10.811,84,142,58,114.6,24.48,84,1.61,2.28,0.67,2.05,0.184,2.04,1,2,1,1.6,0.48,1,0,1,1,0.6,0.48,0,0,8,8,3.2,3.84,0,0,0,0,0.0,0.0,0,3,9,6,5.4,2.88,3,0,1,1,0.4,0.48,0,0,5,5,3.0,2.4,0,0,2,2,0.8,0.96,0,0,0,0,0,0,0,3,5,2,4.2,0.96,3,7.1725,16.48,9.3075,11.621,3.5588,7.1725,1.6,0.6,3.2,0.0,0.296296296296296,0.111111111111111,0.592592592592593,0.0,0.675408211873564,0.200159611154652,3.15911337942548,6.70762158428253,3.15911384557607,187,2
62945318,3,44,-0.210375,3,44,-0.210375,0.0,-2.00533214037694,5,44,39,22.2,17.44,5,56,73,17,65.8,7.84,56,10.811,101.07,90.259,50.14870772,40.737033824,10.811,84,146,62,116.2,25.76,84,1.61,2.2,0.59,2.018,0.1632,2.04,1,2,1,1.6,0.48,1,0,1,1,0.6,0.48,0,0,7,7,2.8,3.36,0,0,0,0,0.0,0.0,0,3,8,5,5.0,2.4,3,0,1,1,0.4,0.48,0,0,5,5,3.0,2.4,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,4,5,1,4.6,0.48,4,7.1725,16.48,9.3075,11.569,3.5172,7.1725,1.6,0.6,2.8,0.0,0.32,0.12,0.56,0.0,0.861447518501113,0.203555222517664,3.05181921675362,6.96070092933033,3.05181963784137,187,2
60897513,3,74,-0.220603,3,74,-0.220603,0.0,-2.06244342089425,5,74,69,34.2,31.84,5,51,73,22,63.8,10.24,51,10.811,183.84,173.029,83.25670772,80.466633824,10.811,84,162,78,122.6,31.52,84,1.61,2.36,0.75,2.082,0.2224,2.04,2,2,0,2.0,0.0,2,0,1,1,0.6,0.48,0,0,4,4,1.6,1.92,0,0,14,14,5.6,6.72,0,3,20,17,9.8,8.16,3,0,0,0,0.0,0.0,0,0,5,5,3.0,2.4,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,5,6,1,5.4,0.48,5,7.1725,16.48,9.3075,12.585,4.33,7.1725,2.0,0.6,1.6,5.6,0.204081632653061,0.0612244897959184,0.163265306122449,0.571428571428571,1.11512348926255,0.205321731788082,3.02631525254443,7.42159360456116,3.02631566403972,187,2
17042638,1,27,-0.204497,1,27,-0.204497,0.0,-1.88313034577772,5,27,22,15.4,9.28,5,58,73,15,66.6,6.88,58,10.811,58.933195,48.122195,33.29398572,20.511367424,10.811,84,126,42,108.2,19.36,84,1.61,2.04,0.43,1.89,0.12,1.88,2,2,0,2.0,0.0,2,0,1,1,0.6,0.48,0,0,7,7,2.8,3.36,0,0,0,0,0.0,0.0,0,3,9,6,5.4,2.88,3,0,0,0,0.0,0.0,0,0,5,5,3.0,2.4,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,3,5,2,4.2,0.96,3,7.1725,16.48,9.3075,10.263,2.4868,7.1725,2.0,0.6,2.8,0.0,0.37037037037037,0.111111111111111,0.518518518518518,0.0,0.749876200656029,0.190002022649909,2.99249165001267,6.30396402016325,2.99249203539335,187,2
87904612,2,5,-0.136603,2,5,-0.136603,0.0,-1.79168013027434,5,24,19,14.2,7.84,5,49,73,24,63.0,11.2,49,10.811,51.9961,41.1851,30.51914772,17.181561824,10.811,84,139,55,113.4,23.52,84,1.61,2.04,0.43,1.802,0.1904,1.66,1,2,1,1.6,0.48,1,0,1,1,0.6,0.48,0,0,5,5,2.0,2.4,0,0,0,0,0.0,0.0,0,3,6,3,4.2,1.44,3,0,1,1,0.4,0.48,0,0,5,5,3.0,2.4,0,0,5,5,2.0,2.4,0,0,0,0,0,0,0,5,6,1,5.4,0.48,5,7.1725,16.48,9.3075,10.641,2.7748,7.1725,1.6,0.6,2.0,0.0,0.380952380952381,0.142857142857143,0.476190476190476,0.0,0.760535662172526,0.196964612064823,2.92799029789199,6.88720438720206,2.92799066567245,187,2
78510264,1,13,-0.286883,1,13,-0.286883,0.0,-1.86293489685805,5,26,21,15.0,8.8,5,55,73,18,65.4,8.32,55,10.811,55.845,45.034,32.05870772,19.029033824,10.811,84,132,48,110.6,21.28,84,1.61,2.04,0.43,1.87,0.136,1.83,2,2,0,2.0,0.0,2,0,1,1,0.6,0.48,0,0,6,6,2.4,2.88,0,0,0,0,0.0,0.0,0,3,8,5,5.0,2.4,3,0,0,0,0.0,0.0,0,0,5,5,3.0,2.4,0,0,4,4,1.6,1.92,0,0,0,0,0,0,0,4,5,1,4.6,0.48,4,7.1725,16.48,9.3075,10.457,2.6276,7.1725,2.0,0.6,2.4,0.0,0.4,0.12,0.48,0.0,0.804970246528939,0.190002022649909,2.91552750239097,6.54886980222319,2.91552785833351,187,2
23045176,1,28,-0.210764,1,28,-0.210764,0.0,-1.89509326894747,5,28,23,15.8,9.76,5,61,73,12,67.8,5.44,61,10.811,58.6934,47.8824,33.19806772,20.396265824,10.811,84,124,40,107.4,18.72,84,1.61,2.04,0.43,1.902,0.1168,1.91,2,2,0,2.0,0.0,2,0,1,1,0.6,0.48,0,0,8,8,3.2,3.84,0,0,0,0,0.0,0.0,0,3,10,7,5.8,3.36,3,0,0,0,0.0,0.0,0,0,5,5,3.0,2.4,0,0,2,2,0.8,0.96,0,0,0,0,0,0,0,2,5,3,3.8,1.44,2,7.1725,16.48,9.3075,10.293,2.4964,7.1725,2.0,0.6,3.2,0.0,0.344827586206897,0.103448275862069,0.551724137931034,0.0,0.711473930430316,0.191265628968897,3.07950427662283,6.05216208578239,3.0795046998179,187,2
71453068,3,43,-0.270262,3,43,-0.270262,0.0,-1.89111823607792,5,43,38,21.8,16.96,5,53,73,20,64.6,9.28,53,10.811,98.0,87.189,48.92070772,39.263433824,10.811,84,147,63,116.6,26.08,84,1.61,2.04,0.43,1.898,0.1152,1.9,2,2,0,2.0,0.0,2,0,1,1,0.6,0.48,0,0,5,5,2.0,2.4,0,0,0,0,0.0,0.0,0,3,7,4,4.6,1.92,3,0,0,0,0.0,0.0,0,0,5,5,3.0,2.4,0,0,5,5,2.0,2.4,0,0,0,0,0,0,0,5,5,0,5.0,0.0,5,7.1725,16.48,9.3075,11.879,3.7652,7.1725,2.0,0.6,2.0,0.0,0.434782608695652,0.130434782608696,0.434782608695652,0.0,0.821419744826727,0.207130730050934,2.99366314420102,7.23711345581323,2.9936635416435,187,2
45628709,3,23,-0.204634,3,23,-0.204634,0.0,-1.77865731966268,5,23,18,13.8,7.36,5,46,73,27,61.8,12.64,46,10.811,50.9415,40.1305,30.09730772,16.675353824,10.811,84,153,69,119.0,28.0,84,1.61,2.04,0.43,1.79,0.2,1.63,2,2,0,2.0,0.0,2,0,1,1,0.6,0.48,0,0,3,3,1.2,1.44,0,0,0,0,0.0,0.0,0,3,5,2,3.8,0.96,3,0,0,0,0.0,0.0,0,0,5,5,3.0,2.4,0,0,7,7,2.8,3.36,0,0,0,0,0,0,0,5,7,2,5.8,0.96,5,7.1725,16.48,9.3075,11.369,3.3572,7.1725,2.0,0.6,1.2,0.0,0.526315789473684,0.157894736842105,0.315789473684211,0.0,0.547914574499593,0.203555222517664,2.96537618081792,7.12522869432956,2.96537656583077,187,2
43972106,2,33,-0.197497,2,33,-0.197497,0.0,-2.16131120243911,5,45,40,26.6,17.28,5,59,84,25,69.2,8.16,59,10.811,102.9055,92.0945,60.47092,39.727936,10.811,84,142,58,114.2,24.16,84,2.04,2.28,0.24,2.164,0.0991999999999999,2.04,1,2,1,1.6,0.48,1,0,3,3,1.0,0.8,0,0,10,10,5.2,4.16,0,0,0,0,0.0,0.0,0,3,15,12,7.8,3.84,3,0,1,1,0.4,0.48,0,0,5,5,2.6,2.08,0,0,2,2,0.8,0.96,0,0,0,0,0,0,0,3,5,2,3.8,0.96,3,7.1725,22.175,15.0025,12.76,4.47,7.1725,1.6,1.0,5.2,0.0,0.205128205128205,0.128205128205128,0.666666666666667,0.0,0.878773636702086,0.178187175712809,3.20404882141064,6.82435348005944,3.20404930600662,187,2
54879302,2,33,-0.197497,2,33,-0.197497,0.0,-2.13065158767774,5,44,39,26.2,16.96,5,56,84,28,68.0,9.6,56,10.811,101.07,90.259,59.73672,39.140576,10.811,84,146,62,115.8,25.44,84,2.04,2.2,0.16,2.132,0.0736000000000001,2.04,1,2,1,1.6,0.48,1,0,3,3,1.0,0.8,0,0,10,10,4.8,3.84,0,0,0,0,0.0,0.0,0,3,15,12,7.4,3.52,3,0,1,1,0.4,0.48,0,0,5,5,2.6,2.08,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,3,5,2,4.2,0.64,4,7.1725,22.175,15.0025,12.708,4.4284,7.1725,1.6,1.0,4.8,0.0,0.216216216216216,0.135135135135135,0.648648648648649,0.0,1.15957534907458,0.184561293402918,3.13761790876403,6.84940971845388,3.13761836573713,187,2
34681702,3,74,-0.220603,3,74,-0.220603,0.0,-2.19133192988063,5,74,69,38.2,28.64,5,51,84,33,66.0,12.0,51,10.811,183.84,173.029,92.84472,72.796224,10.811,84,162,78,122.2,31.84,84,2.04,2.36,0.32,2.196,0.1312,2.04,2,2,0,2.0,0.0,2,0,3,3,1.0,0.8,0,0,10,10,3.6,2.88,0,0,14,14,5.6,6.72,0,3,20,17,12.2,7.36,3,0,0,0,0.0,0.0,0,0,5,5,2.6,2.08,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,3,6,3,5.0,0.8,5,7.1725,22.175,15.0025,13.724,5.2412,7.1725,2.0,1.0,3.6,5.6,0.163934426229508,0.0819672131147541,0.295081967213115,0.459016393442623,1.18403184734597,0.187750550694611,3.17168904013127,6.79939698897086,3.17168951297084,187,2
61784935,3,42,-0.153347,3,42,-0.153347,0.0,-2.11507058863213,5,42,37,25.4,16.32,5,50,84,34,65.6,12.48,50,10.811,95.96,85.149,57.69272,37.505376,10.811,84,154,70,119.0,28.0,84,2.04,2.18,0.14,2.116,0.0608000000000001,2.04,1,2,1,1.6,0.48,1,0,3,3,1.0,0.8,0,0,10,10,4.0,3.2,0,0,0,0,0.0,0.0,0,3,15,12,6.6,3.36,3,0,1,1,0.4,0.48,0,0,5,5,2.6,2.08,0,0,5,5,2.0,2.4,0,0,0,0,0,0,0,3,6,3,5.0,0.8,5,7.1725,22.175,15.0025,13.58,5.126,7.1725,1.6,1.0,4.0,0.0,0.242424242424242,0.151515151515151,0.606060606060606,0.0,0.85765269823396,0.200490193411229,3.16894604602603,6.71349041702828,3.1689465172489,187,2
67409258,3,42,-0.153347,3,42,-0.153347,0.0,-2.14340752771899,5,82,77,35.2,24.16,5,50,81,31,65.0,12.0,50,10.811,207.2,196.389,84.1484,58.66992,10.811,84,154,70,124.4,32.32,84,2.04,2.33,0.29,2.146,0.0848000000000001,2.04,1,2,1,1.6,0.48,1,0,2,2,0.8,0.64,0,0,10,10,4.0,3.2,0,0,14,14,2.8,4.48,0,3,28,25,9.2,7.52,3,0,1,1,0.4,0.48,0,0,5,5,2.8,2.24,0,0,5,5,2.0,2.4,0,0,0,0,0,0,0,4,6,2,5.2,0.64,5,7.1725,28.11,20.9375,14.767,6.0756,7.1725,1.6,0.8,4.0,2.8,0.173913043478261,0.0869565217391304,0.434782608695652,0.304347826086956,15.195911322684,0.264762521262011,3.19364629690478,7.57568643063616,3.19364678086624,187,2
68427591,3,42,-0.153347,3,42,-0.153347,0.0,-2.1170074697076,5,42,37,21.8,16.16,5,50,83,33,65.4,12.32,50,10.811,95.96,85.149,48.9031524,37.64547808,10.811,84,154,70,116.6,29.92,84,2.04,2.19,0.15,2.118,0.0624000000000001,2.04,1,2,1,1.6,0.48,1,0,3,3,1.0,0.8,0,0,5,5,2.0,2.4,0,0,0,0,0.0,0.0,0,3,6,3,4.6,1.28,3,0,1,1,0.4,0.48,0,0,5,5,2.6,2.08,0,0,5,5,2.0,2.4,0,0,0,0,0,0,0,3,6,3,5.0,0.8,5,7.1725,22.5702380952,15.3977380952,13.65904761904,5.189238095232,7.1725,1.6,1.0,2.0,0.0,0.347826086956522,0.217391304347826,0.434782608695652,0.0,0.489509462814792,0.209236908423423,3.14575367870703,6.45383186304965,3.14575413754886,187,2
14387690,3,42,-0.153347,3,42,-0.153347,0.0,-2.18754758380055,5,42,37,22.0,16.0,5,50,88,38,66.4,13.12,50,10.811,95.96,85.149,49.1214,37.47088,10.811,84,154,70,116.2,30.24,84,2.04,2.58,0.54,2.196,0.1536,2.04,1,2,1,1.6,0.48,1,0,4,4,1.2,1.12,0,0,5,5,2.0,2.4,0,0,0,0,0.0,0.0,0,3,6,3,4.8,1.44,3,0,1,1,0.4,0.48,0,0,5,5,2.4,2.08,0,0,5,5,2.0,2.4,0,0,0,0,0,0,0,2,6,4,4.8,1.12,5,7.1725,25.786875,18.614375,14.302375,5.7039,7.1725,1.6,1.2,2.0,0.0,0.333333333333333,0.25,0.416666666666667,0.0,19078454.2565923,0.208181128439006,3.17113351367325,6.48097770020262,3.17113398551842,187,2
89604375,3,74,-0.220603,3,74,-0.220603,0.0,-2.22069059041416,5,82,77,48.0,34.4,5,51,81,30,65.4,11.52,51,10.811,207.2,196.389,119.3004,86.79152,10.811,84,162,78,127.6,34.88,84,2.04,2.36,0.32,2.226,0.1488,2.04,2,2,0,2.0,0.0,2,0,2,2,0.8,0.64,0,0,10,10,3.6,2.88,0,0,14,14,8.4,6.72,0,3,28,25,14.8,9.44,3,0,0,0,0.0,0.0,0,0,5,5,2.8,2.24,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,4,6,2,5.2,0.64,5,7.1725,28.11,20.9375,14.911,6.1908,7.1725,2.0,0.8,3.6,8.4,0.135135135135135,0.0540540540540541,0.243243243243243,0.567567567567568,4.0907816652663,0.263402454957875,3.22129992854158,7.53758092605425,3.22130042415767,187,2
71305486,2,15,-0.20608,2,15,-0.20608,0.0,-2.16329042847001,5,45,40,23.0,17.6,5,59,83,24,69.0,8.0,59,10.811,102.9055,92.0945,51.6813524,40.97931808,10.811,84,142,58,111.8,24.16,84,2.04,2.28,0.24,2.166,0.1008,2.04,1,2,1,1.6,0.48,1,0,3,3,1.0,0.8,0,0,8,8,3.2,3.84,0,0,0,0,0.0,0.0,0,3,9,6,5.8,2.56,3,0,1,1,0.4,0.48,0,0,5,5,2.6,2.08,0,0,2,2,0.8,0.96,0,0,0,0,0,0,0,3,5,2,3.8,0.96,3,7.1725,22.5702380952,15.3977380952,12.83904761904,4.533238095232,7.1725,1.6,1.0,3.2,0.0,0.275862068965517,0.172413793103448,0.551724137931034,0.0,0.619117358097741,0.18391049142992,3.18745546737271,6.27598205687642,3.1874559413712,187,2
18325407,2,15,-0.20608,2,15,-0.20608,0.0,-2.13260273709127,5,44,39,22.6,17.12,5,56,83,27,67.8,9.44,56,10.811,101.07,90.259,50.9471524,40.09827808,10.811,84,146,62,113.4,26.08,84,2.04,2.2,0.16,2.134,0.0752000000000001,2.04,1,2,1,1.6,0.48,1,0,3,3,1.0,0.8,0,0,7,7,2.8,3.36,0,0,0,0,0.0,0.0,0,3,8,5,5.4,2.08,3,0,1,1,0.4,0.48,0,0,5,5,2.6,2.08,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,3,5,2,4.2,0.64,4,7.1725,22.5702380952,15.3977380952,12.78704761904,4.491638095232,7.1725,1.6,1.0,2.8,0.0,0.296296296296296,0.185185185185185,0.518518518518518,0.0,0.718746967732753,0.191249486918778,3.1567454157594,6.36195697535009,3.15674587682743,187,2
19483527,3,74,-0.220603,3,74,-0.220603,0.0,-2.19333864746626,5,74,69,34.6,31.52,5,51,83,32,65.8,11.84,51,10.811,183.84,173.029,84.0551524,79.82787808,10.811,84,162,78,119.8,33.76,84,2.04,2.36,0.32,2.198,0.1296,2.04,2,2,0,2.0,0.0,2,0,3,3,1.0,0.8,0,0,4,4,1.6,1.92,0,0,14,14,5.6,6.72,0,3,20,17,10.2,7.84,3,0,0,0,0.0,0.0,0,0,5,5,2.6,2.08,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,3,6,3,5.0,0.8,5,7.1725,22.5702380952,15.3977380952,13.80304761904,5.304438095232,7.1725,2.0,1.0,1.6,5.6,0.196078431372549,0.0980392156862745,0.156862745098039,0.549019607843137,0.629539703883155,0.194888460581358,3.15109133872286,6.47725098646172,3.15109180063437,187,2
